fecha,departamento,municipio,precipitacion_mm,demanda_municipio_est_gwh,demanda_predicha_gwh,error_absoluto
2026-01-12,Caquetá,San Vicente del Caguán,0.0,0.0,0.0,0.0
2026-01-12,Casanare,Casanare,0.0,0.0,0.0,0.0
2026-01-12,Casanare,Aguazul,0.0,0.018879,0.01966644313095241,0.0007874431309524109
2026-01-12,Casanare,Paz de Ariporo,0.0,0.0,0.0,0.0
2026-01-12,Casanare,Tauramena,0.0,0.442015,0.46712738399390036,0.025112383993900367
2026-01-12,Casanare,Yopal,0.0,0.085243,0.09022266000000011,0.004979660000000108
2026-01-12,Cauca,Cauca,0.0,0.0,0.0,0.0
2026-01-12,Cauca,Patía,21.0,0.0,0.0,0.0
2026-01-12,Cauca,Popayán,21.0,0.0,0.0,0.0
2026-01-12,Cauca,Puerto Tejada,21.0,0.20327,0.0,0.20327
2026-01-12,Cauca,Santander de Quilichao,21.0,0.0,0.0,0.0
2026-01-12,Cesar,Cesar,0.0,0.0,0.0,0.0
2026-01-12,Cesar,Aguachica,0.0,0.019297,0.018406226794552644,0.000890773205447358
2026-01-12,Cesar,Agustín Codazzi,0.0,0.0,0.0,0.0
2026-01-12,Cesar,Bosconia,0.0,0.004122,0.0039013183885003885,0.00022068161149961128
2026-01-12,Cesar,Valledupar,0.0,0.178128,0.16937762510941853,0.008750374890581475
2026-01-12,Chocó,Chocó,0.0,0.0,0.0,0.0
2026-01-12,Chocó,Bahía Solano,6.8,0.0,0.0,0.0
2026-01-12,Chocó,El Carmén,6.8,0.0,0.0,0.0
2026-01-12,Chocó,Itsmina,6.8,0.0,0.0,0.0
2026-01-12,Chocó,Quibdó,6.1,0.0,0.0,0.0
2026-01-12,Cundinamarca,Cundinamarca,0.0,0.0,0.0,0.0
2026-01-12,Cundinamarca,Chía,0.0,0.0,0.0,0.0
2026-01-12,Cundinamarca,Facatativá,0.0,0.0,0.0,0.0
2026-01-12,Cundinamarca,Fusagasugá,0.0,0.0,0.0,0.0
